14933475-3, 12MxMAESRQoYE8YG5zuSWizbQWsoNSU9cNoyY3J9b6uTD4k8, 0xf352cc3f9fb101a830048c4f8816d3a23f19f3e526d2a28a723a36f90fb62a9f, 14933475, 0.22299, 2011, 2023-04-04 04:56:36, xcmpallet, reserve_transfer_assets
14933393-3, 12MxMAESRQoYE8YG5zuSWizbQWsoNSU9cNoyY3J9b6uTD4k8, 0x02ff26bf26fcf82bd261404692d8338644063140edcb7431b9f34f097386d641, 14933393, 0.04509, 2011, 2023-04-04 04:48:24, xcmpallet, reserve_transfer_assets
14933391-2, 12x3QCa4iAyNGa3p5xKjD9udVRLbvs9ogJJnNa3wQTHCG6qs, 0x579b1af306f55eea79d6ec30fe7759d487d9d60411dae4893a5a8a9401cc36e3, 14933391, 13.55173, 2012, 2023-04-04 04:48:12, xcmpallet, reserve_transfer_assets
14933327-2, 16PL7G68u2cPDc38cGSSH5TEoxSgnJZkvwADXjzLAVMcz1vn, 0x01fc00a16fa31a9e10517612ac570c65210bf8dba10ad180f8dc56e0299341ed, 14933327, 2.08828, 2000, 2023-04-04 04:41:48, xcmpallet, reserve_transfer_assets
14933310-4, 12s9rzKgiHeSNXcMycxM1cxr8bE6U2HjSmAU8SLAbyXtjegb, 0xb4b212ce8ee117c97f5007e64d5641e01ee3ec3ff164441cc3bc5eee72026b99, 14933310, 5.28239, 2012, 2023-04-04 04:40:06, xcmpallet, reserve_transfer_assets
14933274-3, 15Y9GSzzznXgjf56x2tYkAL68De3bRUMLWxLcvjLhtgUMgpy, 0x1d87d3aa08889de7fb749575efa66794efc9214af9c6644e8a542d5213d3da18, 14933274, 41.0, 2000, 2023-04-04 04:36:30, xcmpallet, reserve_transfer_assets
14933183-2, 1meN2FgcNdbn3v6aPLnwX9ZjHjd4BreYDWeLShGP6QN8LHf, 0x326e5eedf630d9932618d7f4664be29d571cae2050293df00dd0e9a2e4e0af64, 14933183, 2.02, 2000, 2023-04-04 04:27:24, xcmpallet, reserve_transfer_assets
14933050-3, 16XwvBoGJhdtVoWrLdB1zmzcbWM8xRdpZbpB4F2Q2MV8tifg, 0x224545555471777326123d0816d2610f23dd6059358438cd27e0dbea88d47073, 14933050, 20.0, 2000, 2023-04-04 04:14:06, xcmpallet, reserve_transfer_assets
14932919-2, 15gNK5i5v6TtvNM45v7GUwRJeEGcyCKGjaAZ4ScvXUkyXuBt, 0x7e301ac6140ca0c2b829281fafed0a90cbf952c8274184044c35c7d6aeb680b8, 14932919, 6.21825, 2000, 2023-04-04 04:01:00, xcmpallet, reserve_transfer_assets
14932748-3, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0xae5232ba6837e42d8228e2cadf370336162831fd2dac65b0c52d94358c7496d0, 14932748, 85.71673, 2012, 2023-04-04 03:43:54, xcmpallet, reserve_transfer_assets
14932404-3, 13ifa9AEhwAzwszaTTwZ1vHfUd2Nwus9oEyk9gLrdfBb3jsa, 0x8b471631dd8a45c31b97d710d90978b620a004e11582c29c9b6e5e2f62b7447e, 14932404, 27.00081, 2030, 2023-04-04 03:09:30, xcmpallet, reserve_transfer_assets
14932332-2, 13ifa9AEhwAzwszaTTwZ1vHfUd2Nwus9oEyk9gLrdfBb3jsa, 0xa386200091070cb9094e0045afb43ecb3cbf670a89c9c95a9bd58f6ae3fa809c, 14932332, 1.00081, 2030, 2023-04-04 03:02:18, xcmpallet, reserve_transfer_assets
14932028-3, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0x3e5ba74ba307abf5dcb2080b627ccb918b3e9d0a50ea4fc322fa0ac158b91f32, 14932028, 85.41858, 2012, 2023-04-04 02:31:54, xcmpallet, reserve_transfer_assets
14931915-2, 1zyVmN5Ys9uj1eYdozUj9ahp6wtJveDWcwfSRrczNtCQpUD, 0x15fc09c6f7b51741e7c64ad6f5e45a5168156853bfb482ffc92a5fb43ae26c18, 14931915, 0.52368, 2012, 2023-04-04 02:20:36, xcmpallet, reserve_transfer_assets
14931578-3, 16VXdNdJ4i9auLjPx6PdbSn7ckbzrb2nzFkCQVpQGpdB17aX, 0x71d7a93570c07df9baa7f51de8872545312f772e45be2438568ccef56c19c478, 14931578, 2185.3, 2000, 2023-04-04 01:46:54, xcmpallet, reserve_transfer_assets
14931507-2, 14acK5Kj8iEM2nrrKjAKV8WqS5f41EijjdontaFetCfmEuQZ, 0xfefc2d7dbd476492cfc715fbfd0e8a66acfc11b92701604530f5d0903a38e154, 14931507, 2.00081, 2030, 2023-04-04 01:39:48, xcmpallet, reserve_transfer_assets
14931449-2, 1eEoiCFXdAYSXeJK28XXvL53aRGoaW5TY7gAjEyE2bVoupv, 0xda266d9fce386a4dd7e2e507a07fc93d006754f80a2bcfb2b0fff232db337364, 14931449, 14.48242, 2000, 2023-04-04 01:34:00, xcmpallet, reserve_transfer_assets
14931182-2, 13uQ2vdcKcPp9dkpT3RQYWvcqtY6VFBx1zanPTXtDHPgwCHE, 0x4a7fcc44184857d53248b25e2971d4400710a8e4eab53b31fd2293f218c01822, 14931182, 80.1386, 2012, 2023-04-04 01:07:18, xcmpallet, reserve_transfer_assets
14931174-2, 12xq5YazkXLfS6BeD9sXv287NSUzmoMDt7Z2Ck1G9Ui6GszT, 0x247e254f2bc9c0a0b349a5ff9bdebae8397561c5401194f12d619041a005f114, 14931174, 203.74741, 2000, 2023-04-04 01:06:30, xcmpallet, reserve_transfer_assets
14931145-3, 12xq5YazkXLfS6BeD9sXv287NSUzmoMDt7Z2Ck1G9Ui6GszT, 0x97364af2c6bf0745c321434fed40b3a2fbd62907d614be2af09fae7a1266e7ba, 14931145, 0.1, 2000, 2023-04-04 01:03:36, xcmpallet, reserve_transfer_assets
14931102-3, 15Xq2ScsvJMnNH5Mr2Fx4DSYNWQQFscheZTvgqXu1NjAjZow, 0x7a0aa9a49d51568dd47d53df7b5aca49c8150f686f0907e7700ccfbb5bbdd2c5, 14931102, 120.0, 2006, 2023-04-04 00:59:18, xcmpallet, reserve_transfer_assets
14931031-3, 14W5k1zWhgsU3nDhKLxUdxyW39seqiJXe1kfHzSrgN26SmG5, 0xd972725a71261c7715c9e6852fc0527671188f361b97f8e839adfc442fc69c94, 14931031, 962.0, 2006, 2023-04-04 00:52:12, xcmpallet, reserve_transfer_assets
14930922-2, 1Eo1Ww66h3V4qmqsJAPYrZSbAPYreFqDqyp8LT5jMoK2uZB, 0xd170c2285348c204e673e2b4f527226d8bb604ce1fdd1901a8599637ea7d3428, 14930922, 6.0, 2000, 2023-04-04 00:41:18, xcmpallet, reserve_transfer_assets
14930873-3, 13WF7zcJHai2UkCeMGNcQLxjoYzcKA3PSwPLZpHKyxYR4aLw, 0xc06ec08cadf1e96609a71793eb35678e14501448927b5e4468a124f17a4dfe08, 14930873, 410.1, 2012, 2023-04-04 00:36:24, xcmpallet, reserve_transfer_assets
14930853-3, 143diq6tJmCeYwe2pr164BPffEpP8ZwdoVByZT5stnAKxwUK, 0x5afd055c97ed99e47bc82bb670ad5bb28966357dcd33e0950ef80e930a75be14, 14930853, 15.72936, 2000, 2023-04-04 00:34:24, xcmpallet, reserve_transfer_assets
14930785-2, 12Vih9pK9LU3FrfuuXYHMki2LNdE3uvmyL14s9a8JeVmSBEY, 0x7c19d0a70aa3e59b7ae3a04fe6c39988ed220d3126120bb24c11b842ed62fdb6, 14930785, 396.01581, 2011, 2023-04-04 00:27:36, xcmpallet, reserve_transfer_assets
14930718-2, 1Eo1Ww66h3V4qmqsJAPYrZSbAPYreFqDqyp8LT5jMoK2uZB, 0x69103f6b7b0c346b1596069054e682271a84831ef494531655c116a4faa647a3, 14930718, 50.0, 2000, 2023-04-04 00:20:54, xcmpallet, reserve_transfer_assets
14930421-2, 167USRJSZUPQpjZNJi37GH1VtmJTwfQ4DND18jL9J91yQyx8, 0x82ae7259579fccd076e24553f2c33f64b50ed278aee7fa000c09a25425df9d20, 14930421, 1.6981, 2012, 2023-04-03 23:51:12, xcmpallet, reserve_transfer_assets
14930406-3, 124T78agHCwWAUwkKVmP1RRfSC86GTyAF5xqBs6oUiTBTCXn, 0x5bf2560701bbed9f6f1dd89cfd3d4491591535c1fcac507f9a6c1076278317de, 14930406, 130.40895, 2000, 2023-04-03 23:49:42, xcmpallet, reserve_transfer_assets
14930354-3, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0xb12319d5f8b1c34a1f920004dbe5859b4937940efeda0e128fc74b4d53ca89fa, 14930354, 85.0565, 2012, 2023-04-03 23:44:30, xcmpallet, reserve_transfer_assets
14930315-2, 1jnZQnSS3BL5EJQ3ep53i5WyMEqDFmf1aHq7VoccjfhSmRf, 0xee678e42b1afd8edc9896418ff9fdcf8f1c3047922cd53f1c9676c64d5669990, 14930315, 0.09417, 2006, 2023-04-03 23:40:36, xcmpallet, reserve_transfer_assets
14930101-2, 1uZmYDsqqfEEv1pFa4JFu93FuhC9t5A3mthE9xzmiK2rv7u, 0xbae5dac1f3267685e3c30e192c161f9b0b0089c04a37f60fe80d3ddef0728b97, 14930101, 0.47912, 2000, 2023-04-03 23:19:12, xcmpallet, reserve_transfer_assets
14929820-2, 13jGbuEjjjp2wnDjkhJmBMvxhWAi8R1WZn62DmzDPqMSubTX, 0x3a8069baf2ee06b0d247e9637be1fa4964e52f90651185457dde4142b7664eef, 14929820, 19.50221, 2000, 2023-04-03 22:51:06, xcmpallet, reserve_transfer_assets
14929735-3, 12gcwgucykDBBrJFuGxaE7nCsYvkmiinRHgGeiXJFM5qV933, 0x9356154dd9991b4270ae1e55297e7421f2468913ae4836928eeddacb08f92121, 14929735, 1.00081, 2030, 2023-04-03 22:42:36, xcmpallet, reserve_transfer_assets
14929672-3, 13VJBQ3MmA5MUvbu7TmUeauqAwiwjQDp8MoZjWhLnM5TxXJv, 0xdeb9a323a0eb64edff1fe7fe590d504db0b345d63916360867a82532871c3407, 14929672, 9.94392, 2000, 2023-04-03 22:36:18, xcmpallet, reserve_transfer_assets
14929174-2, 15uLRWtcHFmHw9UsH1nZSoMafu7Tnktfq9U784SLcCcE1SkZ, 0x07a7bf903f541aaa03ca59551ce3c7af9f652af260e60bd38b43f46abfbaf25f, 14929174, 2.1494, 2012, 2023-04-03 21:46:30, xcmpallet, reserve_transfer_assets
14929173-2, 15MCFQLQ5w1b7fUsUQmNJrKnbZ5xRtdfdkbuEa5LPLNTbMV1, 0xa0645cd98a86bb49d1e404051379a710209bdcaa27effc9d7caa00e57025bf3f, 14929173, 15.0, 2006, 2023-04-03 21:46:24, xcmpallet, reserve_transfer_assets
14929170-3, 15uLRWtcHFmHw9UsH1nZSoMafu7Tnktfq9U784SLcCcE1SkZ, 0x7c48753e9e9386559b7094510750a370fb140e5fb58c0f5108c34e9996dc0d9a, 14929170, 10.0, 2012, 2023-04-03 21:46:06, xcmpallet, reserve_transfer_assets
14929162-2, 13mJxMXo2qZuq8baQfstzsVtn3HtbKdGVobLLiCD1SkAQep2, 0xb30d3c4d6dae1309227dbaf8c26404a03f2da84fc755b896ff3886cc410b7a9b, 14929162, 2.28721, 2012, 2023-04-03 21:45:18, xcmpallet, reserve_transfer_assets
14929091-5, 13mJxMXo2qZuq8baQfstzsVtn3HtbKdGVobLLiCD1SkAQep2, 0xa7c6452a1755fe25a9a3b70b1ca345e41c98c3fb34e1bee38b26cd7f0304cf62, 14929091, 2.35134, 2012, 2023-04-03 21:38:12, xcmpallet, reserve_transfer_assets
14929043-3, 14GjHddyNBrfxLu2nY1N1V4viXN8ReDLuGfBPbRK62EVX36E, 0x86678e39933da4467a7801e2bc195a1642ace24d4a36e3cab9a3010fa4814a78, 14929043, 7.07112, 2000, 2023-04-03 21:33:24, xcmpallet, reserve_transfer_assets
14928987-2, 15rETVdaQP2rmVwKpoD3fYonjPQrW7tARC2evWhbLajV35Ts, 0x27b7d9657362288da0fb2d3b31d1c7d1cee73b2134f10c31bacc7ae65245b86b, 14928987, 3.0, 2012, 2023-04-03 21:27:48, xcmpallet, reserve_transfer_assets
14928928-2, 13bC5iGr9qHoLUH6UoVnFH1quy5qPyZA9xc96eePzssPYMv8, 0x5b0e1dcb45d3c530a890d9b963f17e1aad572a76f760636f785bc8285a01cd56, 14928928, 1.17, 2000, 2023-04-03 21:21:54, xcmpallet, reserve_transfer_assets
14928521-2, 14YYdbGPiMP2RCzTDbj8GbWNz12n6tZfS7p5dyon5ygKdRAW, 0x1645776a37e8ea32b0af1a5e0f8ae9e18eabbbffac6dee91d54ff704ea74640e, 14928521, 1000.0, 2012, 2023-04-03 20:41:12, xcmpallet, reserve_transfer_assets
14928502-2, 14gJcDiDDdvKGV5YMk2ts2eLAwvH11DCC7cyaWv57Da9r4e4, 0xaabad291c04e179ec8a60a7f7f1f48f3f5c20ee7e272df4b02a5ac6145d2275c, 14928502, 7.7734, 2012, 2023-04-03 20:39:18, xcmpallet, reserve_transfer_assets
14928492-3, 1eiuKGcgZvn9K9865jBGp7XFynfiRuQppEcZjVf77hbzkFa, 0x563ff039bf679f01840394cbd52e425a2d74543ce4aaa262d0657d6269491295, 14928492, 3.3191, 2012, 2023-04-03 20:38:18, xcmpallet, reserve_transfer_assets
14928074-2, 13s8AK8ri78kQoSMZdPPmgZJ9DbnfXxBcWPfR5H8EDx1L5p3, 0x96184471778797353b66e61fbf714abb4b0fd28714f2cb891b87794358e16257, 14928074, 50.0, 2000, 2023-04-03 19:56:30, xcmpallet, reserve_transfer_assets
14927913-3, 143diq6tJmCeYwe2pr164BPffEpP8ZwdoVByZT5stnAKxwUK, 0x2960616c07897a9831e46d59fb8ff8d4c31567d0222e21d6a471c860f6e6f3fb, 14927913, 2.88838, 2000, 2023-04-03 19:40:24, xcmpallet, reserve_transfer_assets
14927659-2, 15u2URLfGwYwLkhYXU3j3DQn85D62t4feafJFNsekKERCj25, 0x44a2b909f8082a5a1e363a975c46eb3aa879ee0006a2c8ee60f499255d17136a, 14927659, 36.00081, 2030, 2023-04-03 19:15:00, xcmpallet, reserve_transfer_assets
14927639-2, 165UyfAz5FcS7sgxtHAKQSB1871RkEA5AX1KtTETUUqbeFMM, 0x92e0d50adb04ec60b8c43b78e6a453f07c91997e19c01f9a050b17e74a4c5835, 14927639, 5.0, 2000, 2023-04-03 19:13:00, xcmpallet, reserve_transfer_assets
14927590-5, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0x5c48d05912c1bbb18c5c4b18570303357fb63cca914c282ac22edc7c95cc6aca, 14927590, 85.03203, 2012, 2023-04-03 19:08:06, xcmpallet, reserve_transfer_assets
14927421-2, 143diq6tJmCeYwe2pr164BPffEpP8ZwdoVByZT5stnAKxwUK, 0xeb03f4914dead47b4c52e6fb62ab40fd00d9779dc9fc5e178814a5b422339c01, 14927421, 2.89287, 2000, 2023-04-03 18:51:12, xcmpallet, reserve_transfer_assets
14927185-2, 13kzQZQwryYBh2yBBybzqnuHQqsuEv6RYsiRvpUrwxkGqgkB, 0xee89663ab853b543c1bddeaa297b638d65ba9b1b40249727953432f6c67ada9b, 14927185, 6.15081, 2030, 2023-04-03 18:27:36, xcmpallet, reserve_transfer_assets
14927134-3, 14uUmk1U2mtt6wxT9zGzNwcoy5Skm1uYTJJyHVSjoKpJw1Qk, 0x3fab233d37d8b4f63f577ee0892362ebbd3d1f5b697b1472e8a3799618355165, 14927134, 2.0, 2000, 2023-04-03 18:22:30, xcmpallet, reserve_transfer_assets
14927061-2, 15QcBP6gmZUzjFWYnEAtVXrSR2QxCXSKRgkD8M1aBYV53mGs, 0xa6ca472d30721a8fc73370ff410c6d7a3a1f74d66996a2ff1dfa4091d0b8c250, 14927061, 21.0, 2000, 2023-04-03 18:15:12, xcmpallet, reserve_transfer_assets
14926755-2, 1TGf5FQ1ZDhCJYsBYGz1UAKT5fDqdiR7aNY17c8a8w2ZUGq, 0xb2e6c3f48623a35622c6d7a15a73036eae526a5c1c96c7a501a125fcef316c74, 14926755, 101.96828, 2000, 2023-04-03 17:44:36, xcmpallet, reserve_transfer_assets
14926685-2, 13pbSS3tLD8C7f1m1k5VtCnwQ6AMm1x5wC9bhuQ79HsRnP6H, 0x7b7484f82b66cf0b322578b96b7ed05795393b3ede2519e9bf9f7d5bed40689d, 14926685, 69.00081, 2030, 2023-04-03 17:37:36, xcmpallet, reserve_transfer_assets
14926662-4, 15o6GVqM2qqPv3dKYLakdxfGdgrvAWxJTQz3PZnmUhdJS9NU, 0x9e2e7dd632d2649087665e63ee99a7f846e7afce04b149ef4335513314e0820f, 14926662, 301.0, 2000, 2023-04-03 17:35:06, xcmpallet, reserve_transfer_assets
14926646-3, 1RSBbGLJHdyJRGFFJ6RMbEkcAs2Tf9XaV3UDvXTzYEprmhz, 0x47d5dad56f8f54d80e08d4c8587d026b15a1c126413801929ac38439a3548397, 14926646, 25.00081, 2030, 2023-04-03 17:33:30, xcmpallet, reserve_transfer_assets
14926416-2, 138Uziu7suP23QGpcYgbRS1J3nkRXAAPfcwRX8EaYtLnYRn8, 0x0718af224c756e2e2266b84aa0e561d63012aefe1e27b8f574f1290df1810072, 14926416, 426.26144, 2012, 2023-04-03 17:10:30, xcmpallet, reserve_transfer_assets
14926379-2, 13DaumGXEYn8WJydm4MtQoUiXbwV3oBgMEh4VZVgoS4hjK5S, 0x5f5a729ee010179d0172bab3663e77f480fd6617104aa691b35f5c8f2440e583, 14926379, 1.0, 2000, 2023-04-03 17:06:48, xcmpallet, reserve_transfer_assets
14926376-3, 13DaumGXEYn8WJydm4MtQoUiXbwV3oBgMEh4VZVgoS4hjK5S, 0x5c0ba569987bd925c098f5755ae74541df9902a326aefd40db16ec1b3bdeec72, 14926376, 1.0, 2000, 2023-04-03 17:06:30, xcmpallet, reserve_transfer_assets
14926120-3, 12NRt9uonomyPUFSZDSKNeqoXd7ouK4h9k1WdAjuvQsd5sKX, 0x3a7a0f8b905c456c94e08e8195a1bb8bfbb08f778cfb5acc1f53d86523dcec9d, 14926120, 5.1, 2012, 2023-04-03 16:40:54, xcmpallet, reserve_transfer_assets
14925457-2, 146k7QxPJw8Yd5svdwsFFLvRgqmV8J7p5zDxyfGzAeP3SJv, 0x6265e46c6525e8e440e1803f672f08e1e26e1097f6ab4383329ed78fbab8ef6c, 14925457, 26.5, 2012, 2023-04-03 15:34:36, xcmpallet, reserve_transfer_assets
14925242-5, 16STDSevcZF1X5JhsV9SZBH4EpP1ZQr5XS6VkqAGEo8A4Qyh, 0x82e82334c11ea60a9a2e42406550b00668cdfcad28b959731d1299cec940317e, 14925242, 10.0, 2000, 2023-04-03 15:13:06, xcmpallet, reserve_transfer_assets
14925218-3, 16STDSevcZF1X5JhsV9SZBH4EpP1ZQr5XS6VkqAGEo8A4Qyh, 0x8b1d9fcc08de21d78a87e865b06380435f55712745b2fca27f525d50061165bc, 14925218, 10.0, 2000, 2023-04-03 15:10:42, xcmpallet, reserve_transfer_assets
14925198-2, 134FQW3ha2PemmmSdmFgz1cDTkojzwbRm2Ls8cpvmp7vbvny, 0x832450834c5cb71ae4e7aa19376488130e7114a3dc1f9e425080bd1dc8ea80c4, 14925198, 58.60565, 2012, 2023-04-03 15:08:42, xcmpallet, reserve_transfer_assets
14924783-3, 12bHx9ozWnN3yFJptn978AkgheQm2xyCA76HowFj75HRGSEo, 0xa71c77d13933305454879de841103754eaebf138a488fdefa78ce8e3de92ba03, 14924783, 1.00081, 2030, 2023-04-03 14:27:12, xcmpallet, reserve_transfer_assets
14924750-2, 12LDu7z9iH6oSACs4t8JYoTob4WE4xmugeHKG9ekx7Xef8e7, 0xf1cba8239d6586ff7a7476aa7e5b0e2cfb77612a8223545f2f4b08f7657ecabd, 14924750, 8.18121, 2030, 2023-04-03 14:23:54, xcmpallet, reserve_transfer_assets
14924642-2, 16hh9uU1Bq8RNXJqtmacE7PzPUmV2WqQPjMWQXhMjWiXjpxW, 0x813d13a2cc9c5848c50816e8f1f6d9289ea5d466bb43f15473efabb60c903d76, 14924642, 649.0, 2012, 2023-04-03 14:13:06, xcmpallet, reserve_transfer_assets
14924601-2, 1sKyvybanZksxzvHcjYfhHeyJTfAmUSqVuAKWfhjXEBWrD7, 0x9fb39a29197a14acfb29c3a557f21ff15a230edda68b96b26a3dd3868f94cb4a, 14924601, 6.00081, 2030, 2023-04-03 14:09:00, xcmpallet, reserve_transfer_assets
14924574-2, 14mRzAibKjFe3YKzQPCbLDmu1UQoUt4ah6sKoS9csd2UEbMm, 0xf85b59644df601639537fca803168b3ceeea671a328f3f6de72f7eb4725234c5, 14924574, 25.00081, 2030, 2023-04-03 14:06:18, xcmpallet, reserve_transfer_assets
14924486-2, 158v257affFUnYtK8x7JF1Cwu6tFoRMDufv6nhtDtfUnK8vW, 0xf77de9125ed421367c684fd7662b54ae6fcb2bfda7b8ee5c5450e17f1ab645a3, 14924486, 105.0, 2012, 2023-04-03 13:57:30, xcmpallet, reserve_transfer_assets
14924410-2, 14gJcDiDDdvKGV5YMk2ts2eLAwvH11DCC7cyaWv57Da9r4e4, 0xdddb18498865509430c4c751f48a00f2b28e39ff9d4f25b7fd3a7fd64c2c667b, 14924410, 16.6345, 2012, 2023-04-03 13:49:54, xcmpallet, reserve_transfer_assets
14924166-2, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x08e1d7489f754839525db345fd67fc5e4d7dea4d7f9367dbfa406bbbaccefca2, 14924166, 100.0, 2000, 2023-04-03 13:25:30, xcmpallet, reserve_transfer_assets
14923971-2, 15ASdUnCqaMU6HvxXfXxuFcSi5WwVM2De5WhRdHRRw2D9iyh, 0xef26f190c55e4a8909ab149f7f5a8585598c27b41de36ffb36f9b60a4bd50c1a, 14923971, 9.0, 2000, 2023-04-03 13:06:00, xcmpallet, reserve_transfer_assets
14923551-2, 12165QFGHeJTdTgFsfHnhrVn7CV34VRN8vVSnAUhM1JtCG3S, 0x9e99067bedadc5492d38a7254ab5b5e0db3c50706e5da28586bac9d8d3bcc5d5, 14923551, 6000.0, 2012, 2023-04-03 12:24:00, xcmpallet, reserve_transfer_assets
14923468-3, 12165QFGHeJTdTgFsfHnhrVn7CV34VRN8vVSnAUhM1JtCG3S, 0x431aa32e4f03bec5928bf0ead08df4290300787e2eddfc4efa762e19d0759c20, 14923468, 6951.66555, 2012, 2023-04-03 12:15:42, xcmpallet, reserve_transfer_assets
14923446-2, 12165QFGHeJTdTgFsfHnhrVn7CV34VRN8vVSnAUhM1JtCG3S, 0x259c5a8918386dfadabf30287da6d9a2b6d206bc3f79edb9f6d858bb69e70b55, 14923446, 503.0, 2000, 2023-04-03 12:13:30, xcmpallet, reserve_transfer_assets
14923369-2, 12165QFGHeJTdTgFsfHnhrVn7CV34VRN8vVSnAUhM1JtCG3S, 0xad010d64c8ec003342a3682426ccf64b43aa585ead45db95dd3ea4c0756400b2, 14923369, 3500.0, 2000, 2023-04-03 12:05:48, xcmpallet, reserve_transfer_assets
14923349-2, 12165QFGHeJTdTgFsfHnhrVn7CV34VRN8vVSnAUhM1JtCG3S, 0x79c5c3fbc6894fe3bcdfc1ff71fc7c129b630fa6f58a48557b41ac1c40aab989, 14923349, 2900.0, 2000, 2023-04-03 12:03:48, xcmpallet, reserve_transfer_assets
14923339-3, 12165QFGHeJTdTgFsfHnhrVn7CV34VRN8vVSnAUhM1JtCG3S, 0x651af4d12595c765b93df0299eb32bdd79279fedb21c22a499ddfc5a917b4dda, 14923339, 50.0, 2000, 2023-04-03 12:02:48, xcmpallet, reserve_transfer_assets
14923268-2, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0x1731de8fa606f64d266cc49fb3659b9d24c7245657239fdc9b06f52671ebcbd8, 14923268, 84.9475, 2012, 2023-04-03 11:55:42, xcmpallet, reserve_transfer_assets
14923144-3, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0xaccec56f75070d77fa6b293e4692196db951332c5fe1a3fd028d563637bd86a8, 14923144, 169.89822, 2012, 2023-04-03 11:43:18, xcmpallet, reserve_transfer_assets
14922738-2, 12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx, 0xfaf7a90ae2e1a99e64b20e54b6692e54ad3c4cf28fb52898d4405821f35b00eb, 14922738, 84.90664, 2012, 2023-04-03 11:02:42, xcmpallet, reserve_transfer_assets
14922685-2, 15VhUuBkhqZMxzEu2i3eJQGUBc4tuyNnsxriXhvbvKRehv61, 0x75094269cb53178fac8df3e41ea373c910e723459c55580884847250d6965b53, 14922685, 1.0, 2000, 2023-04-03 10:57:24, xcmpallet, reserve_transfer_assets
14922345-2, 12WaohRmeTRiawG6csCpqx51BtS73Qr43Reic4KhF4YH1RTH, 0x4a539a4c1a2d006fc0dc8c734cd3958981c55c191ed44423b6621b023b084fc4, 14922345, 84.42, 2000, 2023-04-03 10:23:24, xcmpallet, reserve_transfer_assets
14922213-3, 14mdMUy1x2B3HRgWGtkev198pmdtVeHnTBroe96dcrJrogNe, 0x34a236b9ddaa3c7070788a6791dfdde5ce9d208d995225044b6959eaa06afdb1, 14922213, 100.0, 2006, 2023-04-03 10:10:12, xcmpallet, reserve_transfer_assets
14922187-3, 12CAXooiC24dArbP3UcDUZS6tk5kU5D6CdHC2wTJMTkbc2NF, 0xfcf294a3c68957093a889842993d0068e19034a361537c23e5c52df15e8d9d2a, 14922187, 24.0, 2012, 2023-04-03 10:07:36, xcmpallet, reserve_transfer_assets
14922025-3, 15g4DWALTtDmBWnq3wDWsfnkKGkgYW1VX1B41nNGgTjp4ocN, 0x57d79d211b1bcfe0c10bd216aba3070f2585f577ee3bc74f39f9783d56a6f3ab, 14922025, 99.95, 2034, 2023-04-03 09:51:24, xcmpallet, reserve_transfer_assets
14921926-3, 112Etc7mpGK8eoGfvpJabE6tx1eisstVouXNBGPjb4tN43G9, 0x6835dde5b994027b5c9f723f4a415032d5ddd8875e77f5481291f4be856c6a5f, 14921926, 21.72711, 2000, 2023-04-03 09:41:30, xcmpallet, reserve_transfer_assets
14921487-2, 16AVVDYxmNEy1trYSDA6qh3u9vWcbmR92vjmSuRnQML2j77p, 0xe04b19b38d6307ab7aa5a16082f37cd8686c2bc6e6ac9da1bbc452d6960247ae, 14921487, 34.68, 2012, 2023-04-03 08:57:36, xcmpallet, reserve_transfer_assets
14921479-3, 16g5CyEzjzQ5ZmHtfZbwpenvkrzFXQVt61kwybviRHcXDZh2, 0xd9e4f9c47275de6c5a194c611311b022f1c1655d04d3a53ec739aa20e10a71cc, 14921479, 33.3611, 2000, 2023-04-03 08:56:48, xcmpallet, reserve_transfer_assets
14920773-2, 16icugF93rPeagiuKsZDGaZr9V7noJJGmezUGi1dkFNj61jP, 0xd14ddf90f04fb136fd97a70370fab04513623b9f245ed3be3c04b52a9f855ff2, 14920773, 1.2, 2006, 2023-04-03 07:46:12, xcmpallet, reserve_transfer_assets
14920566-2, 14riQ4zPHmE4a4dh6qXHmLyVYCi1P5krg2U33hE5SsudoTGE, 0xdda6ff7439b6b1e65c7ed61d4b4a34fd33edf9909831c90020a83c049c8510f9, 14920566, 500.0, 2000, 2023-04-03 07:25:30, xcmpallet, reserve_transfer_assets
14920037-3, 15awZ6GHhZ2H7KpztAgfE25XamkRtzUPCzSRuAGne5ygRjj9, 0x142e8cde49141b81f12c65561b92f6536b90c51ff1125156cb03c7c474c1a0d2, 14920037, 3478.92286, 2030, 2023-04-03 06:32:36, xcmpallet, reserve_transfer_assets
